060101 N- ----NSM- Παῦλος Παῦλος Παῦλος Παῦλος
060101 N- ----NSM- δοῦλος δοῦλος δοῦλος δοῦλος
060101 N- ----GSM- ⸂Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
060101 N- ----GSM- Ἰησοῦ⸃, Ἰησοῦ Ἰησοῦ Ἰησοῦς
060101 A- ----NSM- κλητὸς κλητὸς κλητός κλητός
060101 N- ----NSM- ἀπόστολος, ἀπόστολος ἀπόστολος ἀπόστολος
060101 V- -XPPNSM- ἀφωρισμένος ἀφωρισμένος ἀφωρισμένος ἀφορίζω
060101 P- -------- εἰς εἰς εἰς εἰς
060101 N- ----ASN- εὐαγγέλιον εὐαγγέλιον εὐαγγέλιον εὐαγγέλιον
060101 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
060102 RR ----ASN- ὃ ὃ ὅ ὅς
060102 V- 3AMI-S-- προεπηγγείλατο προεπηγγείλατο προεπηγγείλατο προεπαγγέλλομαι
060102 P- -------- διὰ διὰ διά διά
060102 RA ----GPM- τῶν τῶν τῶν ὁ
060102 N- ----GPM- προφητῶν προφητῶν προφητῶν προφήτης
060102 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
060102 P- -------- ἐν ἐν ἐν ἐν
060102 N- ----DPF- γραφαῖς γραφαῖς γραφαῖς γραφή
060102 A- ----DPF- ἁγίαις ἁγίαις ἁγίαις ἅγιος
060103 P- -------- περὶ περὶ περί περί
060103 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060103 N- ----GSM- υἱοῦ υἱοῦ υἱοῦ υἱός
060103 RP ----GSM- αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
060103 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060103 V- -AMPGSM- γενομένου γενομένου γενομένου γίνομαι
060103 P- -------- ἐκ ἐκ ἐκ ἐκ
060103 N- ----GSN- σπέρματος σπέρματος σπέρματος σπέρμα
060103 N- ----GSM- Δαυὶδ Δαυὶδ Δαυίδ Δαυίδ
060103 P- -------- κατὰ κατὰ κατά κατά
060103 N- ----ASF- σάρκα, σάρκα σάρκα σάρξ
060104 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060104 V- -APPGSM- ὁρισθέντος ὁρισθέντος ὁρισθέντος ὁρίζω
060104 N- ----GSM- υἱοῦ υἱοῦ υἱοῦ υἱός
060104 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
060104 P- -------- ἐν ἐν ἐν ἐν
060104 N- ----DSF- δυνάμει δυνάμει δυνάμει δύναμις
060104 P- -------- κατὰ κατὰ κατά κατά
060104 N- ----ASN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
060104 N- ----GSF- ἁγιωσύνης ἁγιωσύνης ἁγιωσύνης ἁγιωσύνη
060104 P- -------- ἐξ ἐξ ἐκ ἐκ
060104 N- ----GSF- ἀναστάσεως ἀναστάσεως ἀναστάσεως ἀνάστασις
060104 A- ----GPM- νεκρῶν, νεκρῶν νεκρῶν νεκρός
060104 N- ----GSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
060104 N- ----GSM- Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
060104 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060104 N- ----GSM- κυρίου κυρίου κυρίου κύριος
060104 RP ----GP-- ἡμῶν, ἡμῶν ἡμῶν ἐγώ
060105 P- -------- δι’ δι’ διά διά
060105 RR ----GSM- οὗ οὗ οὗ ὅς
060105 V- 1AAI-P-- ἐλάβομεν ἐλάβομεν ἐλάβομεν λαμβάνω
060105 N- ----ASF- χάριν χάριν χάριν χάρις
060105 C- -------- καὶ καὶ καί καί
060105 N- ----ASF- ἀποστολὴν ἀποστολὴν ἀποστολήν ἀποστολή
060105 P- -------- εἰς εἰς εἰς εἰς
060105 N- ----ASF- ὑπακοὴν ὑπακοὴν ὑπακοήν ὑπακοή
060105 N- ----GSF- πίστεως πίστεως πίστεως πίστις
060105 P- -------- ἐν ἐν ἐν ἐν
060105 A- ----DPN- πᾶσιν πᾶσιν πᾶσι(ν) πᾶς
060105 RA ----DPN- τοῖς τοῖς τοῖς ὁ
060105 N- ----DPN- ἔθνεσιν ἔθνεσιν ἔθνεσι(ν) ἔθνος
060105 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
060105 RA ----GSN- τοῦ τοῦ τοῦ ὁ
060105 N- ----GSN- ὀνόματος ὀνόματος ὀνόματος ὄνομα
060105 RP ----GSM- αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
060106 P- -------- ἐν ἐν ἐν ἐν
060106 RR ----DPN- οἷς οἷς οἷς ὅς
060106 V- 2PAI-P-- ἐστε ἐστε ἐστέ εἰμί
060106 D- -------- καὶ καὶ καί καί
060106 RP ----NP-- ὑμεῖς ὑμεῖς ὑμεῖς σύ
060106 A- ----NPM- κλητοὶ κλητοὶ κλητοί κλητός
060106 N- ----GSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
060106 N- ----GSM- Χριστοῦ, Χριστοῦ Χριστοῦ Χριστός
060107 A- ----DPM- πᾶσιν πᾶσιν πᾶσι(ν) πᾶς
060107 RA ----DPM- τοῖς τοῖς τοῖς ὁ
060107 V- -PAPDPM- οὖσιν οὖσιν οὖσι(ν) εἰμί
060107 P- -------- ἐν ἐν ἐν ἐν
060107 N- ----DSF- Ῥώμῃ Ῥώμῃ Ῥώμῃ Ῥώμη
060107 A- ----DPM- ἀγαπητοῖς ἀγαπητοῖς ἀγαπητοῖς ἀγαπητός
060107 N- ----GSM- θεοῦ, θεοῦ θεοῦ θεός
060107 A- ----DPM- κλητοῖς κλητοῖς κλητοῖς κλητός
060107 A- ----DPM- ἁγίοις· ἁγίοις ἁγίοις ἅγιος
060107 N- ----NSF- χάρις χάρις χάρις χάρις
060107 RP ----DP-- ὑμῖν ὑμῖν ὑμῖν σύ
060107 C- -------- καὶ καὶ καί καί
060107 N- ----NSF- εἰρήνη εἰρήνη εἰρήνη εἰρήνη
