100101 N- ----NSM- Παῦλος Παῦλος Παῦλος Παῦλος
100101 N- ----NSM- ἀπόστολος ἀπόστολος ἀπόστολος ἀπόστολος
100101 N- ----GSM- ⸂Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
100101 N- ----GSM- Ἰησοῦ⸃ Ἰησοῦ Ἰησοῦ Ἰησοῦς
100101 P- -------- διὰ διὰ διά διά
100101 N- ----GSN- θελήματος θελήματος θελήματος θέλημα
100101 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
100101 RA ----DPM- τοῖς τοῖς τοῖς ὁ
100101 A- ----DPM- ἁγίοις ἁγίοις ἁγίοις ἅγιος
100101 RA ----DPM- τοῖς τοῖς τοῖς ὁ
100101 V- -PAPDPM- οὖσιν οὖσιν οὖσι(ν) εἰμί
100101 P- -------- ⸂[ἐν ἐν ἐν ἐν
100101 N- ----DSF- Ἐφέσῳ]⸃ Ἐφέσῳ Ἐφέσῳ Ἔφεσος
100101 C- -------- καὶ καὶ καί καί
100101 A- ----DPM- πιστοῖς πιστοῖς πιστοῖς πιστός
100101 P- -------- ἐν ἐν ἐν ἐν
100101 N- ----DSM- Χριστῷ Χριστῷ Χριστῷ Χριστός
100101 N- ----DSM- Ἰησοῦ· Ἰησοῦ Ἰησοῦ Ἰησοῦς
100102 N- ----NSF- χάρις χάρις χάρις χάρις
100102 RP ----DP-- ὑμῖν ὑμῖν ὑμῖν σύ
100102 C- -------- καὶ καὶ καί καί
100102 N- ----NSF- εἰρήνη εἰρήνη εἰρήνη εἰρήνη
100102 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
100102 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
100102 N- ----GSM- πατρὸς πατρὸς πατρός πατήρ
100102 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
100102 C- -------- καὶ καὶ καί καί
100102 N- ----GSM- κυρίου κυρίου κυρίου κύριος
100102 N- ----GSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
100102 N- ----GSM- Χριστοῦ. Χριστοῦ Χριστοῦ Χριστός
100103 A- ----NSM- Εὐλογητὸς Εὐλογητὸς εὐλογητός εὐλογητός
100103 RA ----NSM- ὁ ὁ ὁ ὁ
100103 N- ----NSM- θεὸς θεὸς θεός θεός
100103 C- -------- καὶ καὶ καί καί
100103 N- ----NSM- πατὴρ πατὴρ πατήρ πατήρ
100103 RA ----GSM- τοῦ τοῦ τοῦ ὁ
100103 N- ----GSM- κυρίου κυρίου κυρίου κύριος
100103 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
100103 N- ----GSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
100103 N- ----GSM- Χριστοῦ, Χριστοῦ Χριστοῦ Χριστός
100103 RA ----NSM- ὁ ὁ ὁ ὁ
100103 V- -AAPNSM- εὐλογήσας εὐλογήσας εὐλογήσας εὐλογέω
100103 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
100103 P- -------- ἐν ἐν ἐν ἐν
100103 A- ----DSF- πάσῃ πάσῃ πάσῃ πᾶς
100103 N- ----DSF- εὐλογίᾳ εὐλογίᾳ εὐλογίᾳ εὐλογία
100103 A- ----DSF- πνευματικῇ πνευματικῇ πνευματικῇ πνευματικός
100103 P- -------- ἐν ἐν ἐν ἐν
100103 RA ----DPN- τοῖς τοῖς τοῖς ὁ
100103 A- ----DPN- ἐπουρανίοις ἐπουρανίοις ἐπουρανίοις ἐπουράνιος
100103 P- -------- ἐν ἐν ἐν ἐν
100103 N- ----DSM- Χριστῷ, Χριστῷ Χριστῷ Χριστός
100104 C- -------- καθὼς καθὼς καθώς καθώς
100104 V- 3AMI-S-- ἐξελέξατο ἐξελέξατο ἐξελέξατο ἐκλέγομαι
100104 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
100104 P- -------- ἐν ἐν ἐν ἐν
100104 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός
100104 P- -------- πρὸ πρὸ πρό πρό
100104 N- ----GSF- καταβολῆς καταβολῆς καταβολῆς καταβολή
100104 N- ----GSM- κόσμου, κόσμου κόσμου κόσμος
100104 V- -PAN---- εἶναι εἶναι εἶναι εἰμί
100104 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
100104 A- ----APM- ἁγίους ἁγίους ἁγίους ἅγιος
100104 C- -------- καὶ καὶ καί καί
100104 A- ----APM- ἀμώμους ἀμώμους ἀμώμους ἄμωμος
100104 P- -------- κατενώπιον κατενώπιον κατενώπιον κατενώπιον
100104 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
100104 P- -------- ἐν ἐν ἐν ἐν
